Origin,Dest,Distance
DFW,SEA,1660
SEA,DFW,1660
SJU,BDL,1666
BDL,SJU,1666
SEA,DAL,1670
BWI,ABQ,1670
LAX,MSY,1670
PHX,CMH,1670
DAL,SEA,1670
ABQ,BWI,1670
CMH,PHX,1670
MSY,LAX,1670
PHX,DTW,1671
ORD,RNO,1671
DEN,BDL,1671
RNO,ORD,1671
DTW,PHX,1671
BDL,DEN,1671
MSN,SAN,1672
BOS,SJU,1674
SJU,BOS,1674
LAS,CVG,1678
CVG,LAS,1678
DEN,PBI,1679
PBI,DEN,1679
RNO,MDW,1680
MDW,RNO,1680
LAX,MSN,1687
MSN,LAX,1687
STT,BOS,1693
BOS,STT,1693
MKE,SEA,1694
SEA,MKE,1694
AUS,BOS,1698
BOS,AUS,1698
FLL,DEN,1703
DEN,FLL,1703
MDW,ONT,1706
ONT,MDW,1706
STL,PDX,1708
PDX,STL,1708
STL,SEA,1709
DEN,MIA,1709
MIA,DEN,1709
SEA,STL,1709
PDX,AUS,1715
AUS,PDX,1715
SEA,ORD,1721
ORD,SEA,1721
SAN,ORD,1723
ORD,SAN,1723
EWR,EGE,1725
EGE,EWR,1725
ORD,SNA,1726
SNA,ORD,1726
SLC,CLT,1727
CLT,SLC,1727
SAN,MDW,1728
EWR,HDN,1728
MDW,SAN,1728
HDN,EWR,1728
MDW,SNA,1731
SNA,MDW,1731
MDW,SEA,1733
FNT,LAS,1733
SEA,MDW,1733
LAS,FNT,1733
SFO,STL,1735
STL,SFO,1735
CLE,PHX,1737
PHX,CLE,1737
ORD,PDX,1739
MKE,SAN,1739
SAN,MKE,1739
PDX,ORD,1739
LAX,ORD,1744
ORD,LAX,1744
JFK,EGE,1746
EGE,JFK,1746
ATL,LAS,1747
LAS,ATL,1747
DTW,LAS,1749
LAS,DTW,1749
IAD,JAC,1750
JAC,IAD,1750
MDW,LAX,1750
LAX,MDW,1750
BNA,SAN,1751
MDW,PDX,1751
PDX,MDW,1751
SAN,BNA,1751
BOS,DEN,1754
DEN,BOS,1754
LAX,MKE,1756
MKE,LAX,1756
SEA,AUS,1770
AUS,SEA,1770
LAS,CMH,1771
CMH,LAS,1771
SFO,MSN,1772
MSN,SFO,1772
CLT,PHX,1773
PHX,CLT,1773
SEA,SAT,1774
SAT,SEA,1774
ORD,SMF,1781
SMF,ORD,1781
PHX,TPA,1788
TPA,PHX,1788
MDW,SMF,1790
SMF,MDW,1790
EWR,MTJ,1795
MTJ,EWR,1795
BNA,LAX,1797
LAX,BNA,1797
MSO,ATL,1800
ATL,MSO,1800
MIA,EGE,1810
LGA,MTJ,1810
EGE,MIA,1810
MTJ,LGA,1810
PIT,PHX,1814
LAX,IND,1814
PHX,PIT,1814
IND,LAX,1814
LAS,CLE,1824
CLE,LAS,1824
PDX,IAH,1825
IAH,PDX,1825
JFK,ABQ,1826
ABQ,JFK,1826
SJC,ORD,1829
ORD,SJC,1829
ORD,OAK,1836
OAK,ORD,1836
SJC,MDW,1838
MDW,SJC,1838
CLE,SJU,1839
SJU,CLE,1839
FCA,ATL,1842
ATL,FCA,1842
HOU,PDX,1843
PDX,HOU,1843
OAK,MDW,1844
MDW,OAK,1844
SFO,MKE,1845
MKE,SFO,1845
SFO,ORD,1846
CAK,LAS,1846
ORD,SFO,1846
LAS,CAK,1846
MCO,PHX,1849
PHX,MCO,1849
DCA,SLC,1851
SLC,DCA,1851
SFO,MDW,1855
MDW,SFO,1855
BWI,SLC,1865
SLC,BWI,1865
SAN,CVG,1865
CVG,SAN,1865
EWR,JAC,1874
IAH,SEA,1874
JAC,EWR,1874
SEA,IAH,1874
EWR,BZN,1882
BZN,EWR,1882
SLC,TPA,1888
TPA,SLC,1888
PHX,RDU,1891
RDU,PHX,1891
SAN,ATL,1892
ATL,SAN,1892
JFK,JAC,1894
HOU,SEA,1894
SEA,HOU,1894
BZN,LGA,1894
JAC,JFK,1894
LGA,BZN,1894
ONT,ATL,1900
CVG,LAX,1900
LAX,CVG,1900
ATL,ONT,1900
MSY,OAK,1903
OAK,MSY,1903
PIT,LAS,1910
LAS,PIT,1910
SFO,MSY,1911
MSY,SFO,1911
PHX,BUF,1912
BUF,PHX,1912
LAS,CLT,1916
CLT,LAS,1916
SNA,ATL,1919
ATL,SNA,1919
SEA,DTW,1927
SLC,PHL,1927
DTW,SEA,1927
PHL,SLC,1927
SJU,DTW,1930
DTW,SJU,1930
SLC,MCO,1931
MCO,SLC,1931
SFO,IND,1943
IND,SFO,1943
LAX,ATL,1947
ATL,LAX,1947
PDX,DTW,1953
DTW,PDX,1953
LBE,LAS,1954
LAS,LBE,1954
DTW,SAN,1956
PHX,IAD,1956
SAN,DTW,1956
IAD,PHX,1956
BNA,OAK,1959
OAK,BNA,1959
JAX,LAS,1965
LAS,JAX,1965
CVG,SEA,1965
SEA,CVG,1965
EWR,SLC,1969
SLC,EWR,1969
PHX,FLL,1972
MIA,PHX,1972
PHX,MIA,1972
FLL,PHX,1972
BNA,SEA,1978
SEA,BNA,1978
PHX,DCA,1979
DTW,LAX,1979
LAX,DTW,1979
DCA,PHX,1979
LAS,TPA,1984
TPA,LAS,1984
BUF,LAS,1986
LAS,BUF,1986
SLC,JFK,1990
JFK,SLC,1990
LAX,CMH,1995
CMH,LAX,1995
SJU,HOU,1997
HOU,SJU,1997
PHX,BWI,1999
BWI,PHX,1999
IAH,SJU,2007
SJU,IAH,2007
SFO,ANC,2018
ANC,SFO,2018
CLE,SEA,2021
SEA,CLE,2021
RDU,LAS,2026
LAS,RDU,2026
SFO,CVG,2036
CVG,SFO,2036
LAS,MCO,2039
MCO,LAS,2039
LAX,CLE,2052
CLE,LAX,2052
IAD,LAS,2065
LAS,IAD,2065
STT,IAH,2070
IAH,STT,2070
SJU,ORD,2072
ORD,SJU,2072
PHL,PHX,2075
PHX,PHL,2075
SAN,CLT,2077
CLT,SAN,2077
DTW,SFO,2079
SFO,DTW,2079
SEA,MSY,2086
MSY,SEA,2086
SLC,MIA,2088
MIA,SLC,2088
DCA,LAS,2089
LAS,DCA,2089
SMF,ATL,2092
ATL,SMF,2092
BOS,SLC,2105
SLC,BOS,2105
BWI,LAS,2106
LAS,BWI,2106
CMH,OAK,2110
OAK,CMH,2110
SJC,ATL,2116
STT,ORD,2116
ORD,STT,2116
ATL,SJC,2116
SLC,ANC,2125
LAX,CLT,2125
ANC,SLC,2125
CLT,LAX,2125
ATL,OAK,2130
OAK,ATL,2130
EWR,PHX,2133
PHX,EWR,2133
LAX,PIT,2136
PIT,LAX,2136
ATL,SFO,2139
SFO,ATL,2139
SAN,MCO,2149
MCO,SAN,2149
JFK,PHX,2153
PHX,JFK,2153
TPA,LAX,2158
LAX,TPA,2158
CLE,SFO,2161
SFO,CLE,2161
SJU,DFW,2165
DFW,SJU,2165
PDX,ATL,2172
ATL,PDX,2172
LAS,FLL,2173
FLL,LAS,2173
LAS,MIA,2174
MIA,LAS,2174
LAS,PHL,2176
PHL,LAS,2176
SEA,ATL,2182
ATL,SEA,2182
LAX,MCO,2218
MCO,LAX,2218
LAS,EWR,2227
EWR,LAS,2227
LAS,ALB,2237
ALB,LAS,2237
LAX,RDU,2239
RDU,LAX,2239
SMF,CLT,2244
CLT,SMF,2244
LAS,JFK,2248
JFK,LAS,2248
SAN,IAD,2253
IAD,SAN,2253
SFO,PIT,2254
PIT,SFO,2254
SAN,MIA,2267
MIA,SAN,2267
SEA,CLT,2279
CLT,SEA,2279
MHT,PHX,2280
PHX,MHT,2280
CLT,PDX,2282
PDX,CLT,2282
IAD,LAX,2288
LAX,IAD,2288
BWI,SAN,2295
SAN,BWI,2295
SFO,CLT,2296
CLT,SFO,2296
BDL,LAS,2297
LAS,BDL,2297
PHX,BOS,2300
BOS,PHX,2300
LAS,ANC,2304
ANC,LAS,2304
IAD,SEA,2306
SEA,IAD,2306
LAX,DCA,2311
DCA,LAX,2311
IAD,PDX,2327
PDX,IAD,2327
SEA,DCA,2329
DCA,SEA,2329
BWI,LAX,2329
LAX,BWI,2329
PBI,LAX,2330
LAX,PBI,2330
BWI,SEA,2335
SEA,BWI,2335
SFO,OGG,2338
OGG,SFO,2338
LAX,MIA,2342
MIA,LAX,2342
LAX,FLL,2342.744994731296
FLL,LAX,2342.7456647398844
ANC,LAX,2345
LAX,ANC,2345
OAK,OGG,2349
OGG,OAK,2349
PDX,DCA,2350
DCA,PDX,2350
SEA,RDU,2354
RDU,SEA,2354
SJC,OGG,2355
OGG,SJC,2355
MHT,LAS,2356
LAS,MHT,2356
BWI,PDX,2358
PDX,BWI,2358
SMF,IAD,2358
IAD,SMF,2358
LGB,ANC,2360
ANC,LGB,2360
KOA,SFO,2367
SFO,KOA,2367
PHL,SAN,2370
SAN,PHL,2370
PSP,JFK,2378
SEA,PHL,2378
KOA,OAK,2378
JFK,PSP,2378
PHL,SEA,2378
OAK,KOA,2378
BOS,LAS,2381
LAS,BOS,2381
SJC,KOA,2384
KOA,SJC,2384
TPA,SFO,2393
SFO,HNL,2398
HNL,SFO,2398
RDU,SFO,2400
SFO,RDU,2400
EWR,SEA,2402
PHL,LAX,2402
LAX,PHL,2402
SEA,EWR,2402
SMF,OGG,2404
OGG,SMF,2404
SJU,MSP,2404
MSP,SJU,2404
DEN,ANC,2405
ANC,DEN,2405
PDX,PHL,2406
PHL,PDX,2406
HNL,OAK,2409
OAK,HNL,2409
JFK,RNO,2411
RNO,JFK,2411
CHS,SEA,2415
SEA,CHS,2415
SJC,HNL,2417
HNL,SJC,2417
SFO,IAD,2419
IAD,SFO,2419
JFK,SEA,2422
SEA,JFK,2422
EWR,SAN,2425
SAN,EWR,2425
EWR,PDX,2434
PDX,EWR,2434
SNA,EWR,2434
EWR,SNA,2434
SFO,DCA,2442
DCA,SFO,2442
MCO,SFO,2446
SAN,JFK,2446
SFO,MCO,2446
JFK,SAN,2446
OAK,BWI,2447
SFO,LIH,2447
LIH,SFO,2447
BWI,OAK,2447
ITO,LAX,2449
LAX,ITO,2449
EWR,LAX,2454
JFK,PDX,2454
PDX,JFK,2454
LAX,EWR,2454
BWI,SFO,2457
LIH,OAK,2457
SFO,BWI,2457
OAK,LIH,2457
PHL,SMF,2458
SMF,PHL,2458
HNL,SMF,2462
SMF,HNL,2462
LGB,JFK,2465
JFK,BUR,2465
BUR,JFK,2465
JFK,LGB,2465
SJC,LIH,2466
MSP,FAI,2466
LIH,SJC,2466
FAI,MSP,2466
LAX,JFK,2475
JFK,LAX,2475
LAX,OGG,2486
OGG,LAX,2486
BOS,SEA,2496
SEA,BOS,2496
LAX,KOA,2504
KOA,LAX,2504
MSP,ANC,2519
ANC,MSP,2519
SEA,TPA,2520
TPA,SEA,2520
PHL,SFO,2521
JFK,SMF,2521
SMF,JFK,2521
SFO,PHL,2521
PDX,BOS,2537
BOS,PDX,2537
SAN,OGG,2541
OGG,SAN,2541
PHX,ANC,2552
ANC,PHX,2552
MCO,SEA,2554
SEA,MCO,2554
SAN,KOA,2556
LAX,HNL,2556
KOA,SAN,2556
HNL,LAX,2556
PDX,OGG,2562
OGG,PDX,2562
EWR,SFO,2565
SFO,EWR,2565
JFK,SJC,2569
SJC,JFK,2569
OAK,JFK,2576
OAK,FLL,2576
JFK,OAK,2576
SFO,FLL,2583.7076023391814
FLL,SFO,2583.7088514996344
SFO,MIA,2585
MIA,SFO,2585
JFK,SFO,2586
SFO,JFK,2586
SAN,BOS,2588
BOS,SAN,2588
HNL,PPG,2599
PPG,HNL,2599
BOS,LGB,2602
LGB,BOS,2602
HNL,PDX,2603
PDX,HNL,2603
PDX,KOA,2607
KOA,PDX,2607
LAX,BOS,2611
BOS,LAX,2611
HNL,SAN,2614
SAN,HNL,2614
LIH,LAX,2615
LAX,LIH,2615
PDX,LIH,2631
LIH,PDX,2631
SMF,BOS,2636
BOS,SMF,2636
SEA,OGG,2640
OGG,SEA,2640
LIH,SAN,2676
SAN,LIH,2676
SEA,HNL,2677
HNL,SEA,2677
BLI,OGG,2681
OGG,BLI,2681
SEA,KOA,2688
KOA,SEA,2688
BOS,SJC,2689
SJC,BOS,2689
OAK,BOS,2694
BOS,OAK,2694
LIH,SEA,2701
SEA,LIH,2701
SFO,BOS,2704
BOS,SFO,2704
HNL,BLI,2715
BLI,HNL,2715
SEA,FLL,2717
FLL,SEA,2717
MIA,SEA,2724
SEA,MIA,2724
HNL,LAS,2762
LAS,HNL,2762
HNL,ANC,2777
ANC,HNL,2777
FAI,ORD,2785
ORD,FAI,2785
ANC,OGG,2797
OGG,ANC,2797
PHX,OGG,2845
OGG,PHX,2845
ORD,ANC,2846
ANC,ORD,2846
KOA,PHX,2860
PHX,KOA,2860
ANC,KOA,2874
KOA,ANC,2874
HNL,PHX,2917
PHX,HNL,2917
LIH,PHX,2979
PHX,LIH,2979
HNL,SLC,2994
SLC,HNL,2994
ANC,DFW,3043
DFW,ANC,3043
IAH,ANC,3266
ANC,IAH,3266
OGG,DEN,3302
DEN,OGG,3302
DEN,KOA,3329
KOA,DEN,3329
HNL,DEN,3365
DEN,HNL,3365
EWR,ANC,3370
ANC,EWR,3370
LIH,DEN,3414
DEN,LIH,3414
ATL,ANC,3417
ANC,ATL,3417
DFW,OGG,3711
OGG,DFW,3711
HNL,DFW,3784
DFW,HNL,3784
GUM,HNL,3801
HNL,GUM,3801
IAH,HNL,3904
HNL,IAH,3904
MSP,HNL,3972
HNL,MSP,3972
ORD,OGG,4184
OGG,ORD,4184
HNL,ORD,4243
ORD,HNL,4243
ATL,HNL,4502
HNL,ATL,4502
IAD,HNL,4817
HNL,IAD,4817
HNL,EWR,4962
EWR,HNL,4962
JFK,HNL,4983
HNL,JFK,4983
